Orbit Number	Folder Path	orb File	orb min Index	orb Max Index	eeb	eeb File	eeb min Index	eeb Max Index	ees	ees File	ees min Index	ees Max Index	ieb	ieb File	ieb min Index	ieb Max Index	ies	ies File	ies min Index	ies Max Index
13798	./FAST_data/2000/02	fa_k0_orb_13798_v01.cdf	47	56	True	fa_esa_l2_eeb_20000214140957_13798_v02.cdf			True	fa_esa_l2_ees_20000214140958_13798_v02.cdf			True	fa_esa_l2_ieb_20000214140957_13798_v02.cdf			True	fa_esa_l2_ies_20000214140958_13798_v02.cdf		
13799	./FAST_data/2000/02	fa_k0_orb_13799_v01.cdf	45	56	True	fa_esa_l2_eeb_20000214162138_13799_v02.cdf			True	fa_esa_l2_ees_20000214162139_13799_v02.cdf			True	fa_esa_l2_ieb_20000214162138_13799_v02.cdf			True	fa_esa_l2_ies_20000214162139_13799_v02.cdf		
13800	./FAST_data/2000/02	fa_k0_orb_13800_v01.cdf	44	58	True	fa_esa_l2_eeb_20000214183440_13800_v02.cdf			True	fa_esa_l2_ees_20000214183441_13800_v02.cdf			True	fa_esa_l2_ieb_20000214183440_13800_v02.cdf			True	fa_esa_l2_ies_20000214183441_13800_v02.cdf		
13801	./FAST_data/2000/02	fa_k0_orb_13801_v01.cdf	46	62	True	fa_esa_l2_eeb_20000214204843_13801_v02.cdf			True	fa_esa_l2_ees_20000214204844_13801_v02.cdf			True	fa_esa_l2_ieb_20000214204843_13801_v02.cdf			True	fa_esa_l2_ies_20000214204844_13801_v02.cdf		
13802	./FAST_data/2000/02	fa_k0_orb_13802_v01.cdf	49	63	True	fa_esa_l2_eeb_20000214230301_13802_v02.cdf			True	fa_esa_l2_ees_20000214230302_13802_v02.cdf			True	fa_esa_l2_ieb_20000214230301_13802_v02.cdf			True	fa_esa_l2_ies_20000214230302_13802_v02.cdf		
13803	./FAST_data/2000/02	fa_k0_orb_13803_v01.cdf	52	68	True	fa_esa_l2_eeb_20000215011649_13803_v02.cdf			True	fa_esa_l2_ees_20000215011650_13803_v02.cdf			True	fa_esa_l2_ieb_20000215011649_13803_v02.cdf			True	fa_esa_l2_ies_20000215011650_13803_v02.cdf		
13804	./FAST_data/2000/02	fa_k0_orb_13804_v01.cdf	54	68	True	fa_esa_l2_eeb_20000215032942_13804_v02.cdf			True	fa_esa_l2_ees_20000215032943_13804_v02.cdf			True	fa_esa_l2_ieb_20000215032942_13804_v02.cdf			True	fa_esa_l2_ies_20000215032943_13804_v02.cdf		
13806	./FAST_data/2000/02	fa_k0_orb_13806_v01.cdf	55	64	True	fa_esa_l2_eeb_20000215075150_13806_v02.cdf			True	fa_esa_l2_ees_20000215071827_13806_v02.cdf			True	fa_esa_l2_ieb_20000215075150_13806_v02.cdf			True	fa_esa_l2_ies_20000215071822_13806_v02.cdf		
13807	./FAST_data/2000/02	fa_k0_orb_13807_v01.cdf	54	60	True	fa_esa_l2_eeb_20000215091458_13807_v02.cdf			True	fa_esa_l2_ees_20000215091459_13807_v02.cdf	47	93	True	fa_esa_l2_ieb_20000215091458_13807_v02.cdf			True	fa_esa_l2_ies_20000215091459_13807_v02.cdf	47	93
13808	./FAST_data/2000/02	fa_k0_orb_13808_v01.cdf	50	57	True	fa_esa_l2_eeb_20000215112545_13808_v02.cdf			True	fa_esa_l2_ees_20000215112546_13808_v02.cdf	43	97	True	fa_esa_l2_ieb_20000215112545_13808_v02.cdf			True	fa_esa_l2_ies_20000215112546_13808_v02.cdf	43	97
13809	./FAST_data/2000/02	fa_k0_orb_13809_v01.cdf	47	56	True	fa_esa_l2_eeb_20000215142124_13809_v02.cdf			True	fa_esa_l2_ees_20000215142125_13809_v02.cdf			True	fa_esa_l2_ieb_20000215142124_13809_v02.cdf			True	fa_esa_l2_ies_20000215142125_13809_v02.cdf		
13810	./FAST_data/2000/02	fa_k0_orb_13810_v01.cdf	44	56	True	fa_esa_l2_eeb_20000215164847_13810_v02.cdf			True	fa_esa_l2_ees_20000215170731_13810_v02.cdf			True	fa_esa_l2_ieb_20000215164847_13810_v02.cdf			True	fa_esa_l2_ies_20000215170726_13810_v02.cdf		
13811	./FAST_data/2000/02	fa_k0_orb_13811_v01.cdf	44	59	True	fa_esa_l2_eeb_20000215184630_13811_v02.cdf			True	fa_esa_l2_ees_20000215184631_13811_v02.cdf			True	fa_esa_l2_ieb_20000215184630_13811_v02.cdf			True	fa_esa_l2_ies_20000215184631_13811_v02.cdf		
13812	./FAST_data/2000/02	fa_k0_orb_13812_v01.cdf	46	62	True	fa_esa_l2_eeb_20000215210040_13812_v02.cdf			True	fa_esa_l2_ees_20000215210041_13812_v02.cdf			True	fa_esa_l2_ieb_20000215210040_13812_v02.cdf			True	fa_esa_l2_ies_20000215210041_13812_v02.cdf		
13813	./FAST_data/2000/02	fa_k0_orb_13813_v01.cdf	49	61	True	fa_esa_l2_eeb_20000215231459_13813_v02.cdf			True	fa_esa_l2_ees_20000215231500_13813_v02.cdf			True	fa_esa_l2_ieb_20000215231459_13813_v02.cdf			True	fa_esa_l2_ies_20000215231500_13813_v02.cdf		
13814	./FAST_data/2000/02	fa_k0_orb_13814_v01.cdf	52	67	True	fa_esa_l2_eeb_20000216012839_13814_v02.cdf			True	fa_esa_l2_ees_20000216012840_13814_v02.cdf			True	fa_esa_l2_ieb_20000216012839_13814_v02.cdf			True	fa_esa_l2_ies_20000216012840_13814_v02.cdf		
13815	./FAST_data/2000/02	fa_k0_orb_13815_v01.cdf	54	66	True	fa_esa_l2_eeb_20000216034123_13815_v02.cdf			True	fa_esa_l2_ees_20000216034124_13815_v02.cdf			True	fa_esa_l2_ieb_20000216034123_13815_v02.cdf			True	fa_esa_l2_ies_20000216034124_13815_v02.cdf		
13816	./FAST_data/2000/02	fa_k0_orb_13816_v01.cdf	55	66	True	fa_esa_l2_eeb_20000216055256_13816_v02.cdf			True	fa_esa_l2_ees_20000216055257_13816_v02.cdf			True	fa_esa_l2_ieb_20000216055256_13816_v02.cdf			True	fa_esa_l2_ies_20000216055257_13816_v02.cdf		
13817	./FAST_data/2000/02	fa_k0_orb_13817_v01.cdf	55	63	True	fa_esa_l2_eeb_20000216080309_13817_v02.cdf			True	fa_esa_l2_ees_20000216080310_13817_v02.cdf			True	fa_esa_l2_ieb_20000216080309_13817_v02.cdf			True	fa_esa_l2_ies_20000216080310_13817_v02.cdf		
13818	./FAST_data/2000/02	fa_k0_orb_13818_v01.cdf	53	59	True	fa_esa_l2_eeb_20000216092602_13818_v02.cdf			True	fa_esa_l2_ees_20000216092604_13818_v02.cdf	47	94	True	fa_esa_l2_ieb_20000216092602_13818_v02.cdf			True	fa_esa_l2_ies_20000216092604_13818_v02.cdf	47	94
13819	./FAST_data/2000/02	fa_k0_orb_13819_v01.cdf	49	57	True	fa_esa_l2_eeb_20000216113651_13819_v02.cdf			True	fa_esa_l2_ees_20000216113652_13819_v02.cdf	43	105	True	fa_esa_l2_ieb_20000216113651_13819_v02.cdf			True	fa_esa_l2_ies_20000216113652_13819_v02.cdf	43	105
13820	./FAST_data/2000/02	fa_k0_orb_13820_v01.cdf	46	56	True	fa_esa_l2_eeb_20000216134739_13820_v02.cdf			True	fa_esa_l2_ees_20000216134740_13820_v02.cdf	46	124	True	fa_esa_l2_ieb_20000216134739_13820_v02.cdf			True	fa_esa_l2_ies_20000216134740_13820_v02.cdf	46	124
13821	./FAST_data/2000/02	fa_k0_orb_13821_v01.cdf	44	56	True	fa_esa_l2_eeb_20000216164456_13821_v02.cdf			True	fa_esa_l2_ees_20000216164457_13821_v02.cdf			True	fa_esa_l2_ieb_20000216164456_13821_v02.cdf			True	fa_esa_l2_ies_20000216164457_13821_v02.cdf		
13822	./FAST_data/2000/02	fa_k0_orb_13822_v01.cdf	44	59	True	fa_esa_l2_eeb_20000216185821_13822_v02.cdf			True	fa_esa_l2_ees_20000216185822_13822_v02.cdf			True	fa_esa_l2_ieb_20000216185821_13822_v02.cdf			True	fa_esa_l2_ies_20000216185822_13822_v02.cdf		
13823	./FAST_data/2000/02	fa_k0_orb_13823_v01.cdf	46	62	True	fa_esa_l2_eeb_20000216211232_13823_v02.cdf			True	fa_esa_l2_ees_20000216211236_13823_v02.cdf			True	fa_esa_l2_ieb_20000216211232_13823_v02.cdf			True	fa_esa_l2_ies_20000216211236_13823_v02.cdf		
13824	./FAST_data/2000/02	fa_k0_orb_13824_v01.cdf	49	56	True	fa_esa_l2_eeb_20000216232649_13824_v02.cdf			True	fa_esa_l2_ees_20000216232650_13824_v02.cdf			True	fa_esa_l2_ieb_20000216232649_13824_v02.cdf			True	fa_esa_l2_ies_20000216232650_13824_v02.cdf		
13825	./FAST_data/2000/02	fa_k0_orb_13825_v01.cdf	52	65	True	fa_esa_l2_eeb_20000217014029_13825_v02.cdf			True	fa_esa_l2_ees_20000217014030_13825_v02.cdf			True	fa_esa_l2_ieb_20000217014029_13825_v02.cdf			True	fa_esa_l2_ies_20000217014030_13825_v02.cdf		
13826	./FAST_data/2000/02	fa_k0_orb_13826_v01.cdf	54	65	True	fa_esa_l2_eeb_20000217035310_13826_v02.cdf			True	fa_esa_l2_ees_20000217035311_13826_v02.cdf			True	fa_esa_l2_ieb_20000217035310_13826_v02.cdf			True	fa_esa_l2_ies_20000217035311_13826_v02.cdf		
13827	./FAST_data/2000/02	fa_k0_orb_13827_v01.cdf	55	65	True	fa_esa_l2_eeb_20000217060429_13827_v02.cdf			True	fa_esa_l2_ees_20000217060430_13827_v02.cdf			True	fa_esa_l2_ieb_20000217060429_13827_v02.cdf			True	fa_esa_l2_ies_20000217060430_13827_v02.cdf		
13828	./FAST_data/2000/02	fa_k0_orb_13828_v01.cdf	54	62	True	fa_esa_l2_eeb_20000217072608_13828_v02.cdf			True	fa_esa_l2_ees_20000217072609_13828_v02.cdf	40	102	True	fa_esa_l2_ieb_20000217072608_13828_v02.cdf			True	fa_esa_l2_ies_20000217072609_13828_v02.cdf	40	102
13829	./FAST_data/2000/02	fa_k0_orb_13829_v01.cdf	52	59	True	fa_esa_l2_eeb_20000217093713_13829_v02.cdf			True	fa_esa_l2_ees_20000217093714_13829_v02.cdf	45	99	True	fa_esa_l2_ieb_20000217093713_13829_v02.cdf			True	fa_esa_l2_ies_20000217093714_13829_v02.cdf	45	99
13830	./FAST_data/2000/02	fa_k0_orb_13830_v01.cdf	49	56	True	fa_esa_l2_eeb_20000217114757_13830_v02.cdf			True	fa_esa_l2_ees_20000217114758_13830_v02.cdf	50	104	True	fa_esa_l2_ieb_20000217114757_13830_v02.cdf			True	fa_esa_l2_ies_20000217114758_13830_v02.cdf	50	104
13831	./FAST_data/2000/02	fa_k0_orb_13831_v01.cdf	45	55	True	fa_esa_l2_eeb_20000217144441_13831_v02.cdf			True	fa_esa_l2_ees_20000217144445_13831_v02.cdf			True	fa_esa_l2_ieb_20000217144441_13831_v02.cdf			True	fa_esa_l2_ies_20000217144442_13831_v02.cdf		
13832	./FAST_data/2000/02	fa_k0_orb_13832_v01.cdf	43	56	True	fa_esa_l2_eeb_20000217165642_13832_v02.cdf			True	fa_esa_l2_ees_20000217165643_13832_v02.cdf			True	fa_esa_l2_ieb_20000217165642_13832_v02.cdf			True	fa_esa_l2_ies_20000217165643_13832_v02.cdf		
13833	./FAST_data/2000/02	fa_k0_orb_13833_v01.cdf	44	59	True	fa_esa_l2_eeb_20000217191013_13833_v02.cdf			True	fa_esa_l2_ees_20000217191014_13833_v02.cdf			True	fa_esa_l2_ieb_20000217191013_13833_v02.cdf			True	fa_esa_l2_ies_20000217191014_13833_v02.cdf		
13834	./FAST_data/2000/02	fa_k0_orb_13834_v01.cdf	46	62	True	fa_esa_l2_eeb_20000217212431_13834_v02.cdf			True	fa_esa_l2_ees_20000217212432_13834_v02.cdf			True	fa_esa_l2_ieb_20000217212431_13834_v02.cdf			True	fa_esa_l2_ies_20000217212432_13834_v02.cdf		
13836	./FAST_data/2000/02	fa_k0_orb_13836_v01.cdf	52	63	True	fa_esa_l2_eeb_20000218015226_13836_v02.cdf			True	fa_esa_l2_ees_20000218015227_13836_v02.cdf			True	fa_esa_l2_ieb_20000218015226_13836_v02.cdf			True	fa_esa_l2_ies_20000218015227_13836_v02.cdf		
13837	./FAST_data/2000/02	fa_k0_orb_13837_v01.cdf	53	63	True	fa_esa_l2_eeb_20000218040452_13837_v02.cdf			True	fa_esa_l2_ees_20000218040453_13837_v02.cdf			True	fa_esa_l2_ieb_20000218040452_13837_v02.cdf			True	fa_esa_l2_ies_20000218040453_13837_v02.cdf		
13838	./FAST_data/2000/02	fa_k0_orb_13838_v01.cdf	54	63	True	fa_esa_l2_eeb_20000218061558_13838_v02.cdf			True	fa_esa_l2_ees_20000218061559_13838_v02.cdf			True	fa_esa_l2_ieb_20000218061558_13838_v02.cdf			True	fa_esa_l2_ies_20000218061559_13838_v02.cdf		
13839	./FAST_data/2000/02	fa_k0_orb_13839_v01.cdf	54	62	True	fa_esa_l2_eeb_20000218073717_13839_v02.cdf			True	fa_esa_l2_ees_20000218073719_13839_v02.cdf	44	106	True	fa_esa_l2_ieb_20000218073717_13839_v02.cdf			True	fa_esa_l2_ies_20000218073719_13839_v02.cdf	44	106
13840	./FAST_data/2000/02	fa_k0_orb_13840_v01.cdf	51	59	True	fa_esa_l2_eeb_20000218094824_13840_v02.cdf			True	fa_esa_l2_ees_20000218094825_13840_v02.cdf	40	102	True	fa_esa_l2_ieb_20000218094824_13840_v02.cdf			True	fa_esa_l2_ies_20000218094825_13840_v02.cdf	40	102
13841	./FAST_data/2000/02	fa_k0_orb_13841_v01.cdf	48	57	True	fa_esa_l2_eeb_20000218115904_13841_v02.cdf			True	fa_esa_l2_ees_20000218115905_13841_v02.cdf	46	116	True	fa_esa_l2_ieb_20000218115904_13841_v02.cdf			True	fa_esa_l2_ies_20000218115905_13841_v02.cdf	46	116
13842	./FAST_data/2000/02	fa_k0_orb_13842_v01.cdf	45	56	True	fa_esa_l2_eeb_20000218145605_13842_v02.cdf			True	fa_esa_l2_ees_20000218151233_13842_v02.cdf			True	fa_esa_l2_ieb_20000218145605_13842_v02.cdf			True	fa_esa_l2_ies_20000218145606_13842_v02.cdf		
13843	./FAST_data/2000/02	fa_k0_orb_13843_v01.cdf	43	57	True	fa_esa_l2_eeb_20000218170828_13843_v02.cdf			True	fa_esa_l2_ees_20000218170829_13843_v02.cdf			True	fa_esa_l2_ieb_20000218170828_13843_v02.cdf			True	fa_esa_l2_ies_20000218170829_13843_v02.cdf		
13844	./FAST_data/2000/02	fa_k0_orb_13844_v01.cdf	44	59	True	fa_esa_l2_eeb_20000218192211_13844_v02.cdf			True	fa_esa_l2_ees_20000218192212_13844_v02.cdf			True	fa_esa_l2_ieb_20000218192211_13844_v02.cdf			True	fa_esa_l2_ies_20000218192212_13844_v02.cdf		
13845	./FAST_data/2000/02	fa_k0_orb_13845_v01.cdf	46	62	True	fa_esa_l2_eeb_20000218213630_13845_v02.cdf			True	fa_esa_l2_ees_20000218213631_13845_v02.cdf			True	fa_esa_l2_ieb_20000218213630_13845_v02.cdf			True	fa_esa_l2_ies_20000218213631_13845_v02.cdf		
13847	./FAST_data/2000/02	fa_k0_orb_13847_v01.cdf	52	62	True	fa_esa_l2_eeb_20000219020413_13847_v02.cdf			True	fa_esa_l2_ees_20000219020414_13847_v02.cdf			True	fa_esa_l2_ieb_20000219020413_13847_v02.cdf			True	fa_esa_l2_ies_20000219020414_13847_v02.cdf		
13848	./FAST_data/2000/02	fa_k0_orb_13848_v01.cdf	54	62	True	fa_esa_l2_eeb_20000219041631_13848_v02.cdf			True	fa_esa_l2_ees_20000219041632_13848_v02.cdf			True	fa_esa_l2_ieb_20000219041631_13848_v02.cdf			True	fa_esa_l2_ies_20000219041632_13848_v02.cdf		
13849	./FAST_data/2000/02	fa_k0_orb_13849_v01.cdf	54	62	True	fa_esa_l2_eeb_20000219062728_13849_v02.cdf			True	fa_esa_l2_ees_20000219062729_13849_v02.cdf			True	fa_esa_l2_ieb_20000219062728_13849_v02.cdf			True	fa_esa_l2_ies_20000219062729_13849_v02.cdf		
13850	./FAST_data/2000/02	fa_k0_orb_13850_v01.cdf	53	62	True	fa_esa_l2_eeb_20000219074833_13850_v02.cdf	114	196	True	fa_esa_l2_ees_20000219074834_13850_v02.cdf	37	107	True	fa_esa_l2_ieb_20000219074833_13850_v02.cdf	114	196	True	fa_esa_l2_ies_20000219074834_13850_v02.cdf	37	107
13851	./FAST_data/2000/02	fa_k0_orb_13851_v01.cdf	51	59	True	fa_esa_l2_eeb_20000219095930_13851_v02.cdf			True	fa_esa_l2_ees_20000219095931_13851_v02.cdf	45	107	True	fa_esa_l2_ieb_20000219095930_13851_v02.cdf			True	fa_esa_l2_ies_20000219095931_13851_v02.cdf	45	107
13852	./FAST_data/2000/02	fa_k0_orb_13852_v01.cdf	47	56	True	fa_esa_l2_eeb_20000219121012_13852_v02.cdf			True	fa_esa_l2_ees_20000219121013_13852_v02.cdf	42	112	True	fa_esa_l2_ieb_20000219121012_13852_v02.cdf			True	fa_esa_l2_ies_20000219121013_13852_v02.cdf	42	112
13853	./FAST_data/2000/02	fa_k0_orb_13853_v01.cdf	44	56	True	fa_esa_l2_eeb_20000219150741_13853_v02.cdf			True	fa_esa_l2_ees_20000219150742_13853_v02.cdf			True	fa_esa_l2_ieb_20000219150741_13853_v02.cdf			True	fa_esa_l2_ies_20000219150742_13853_v02.cdf		
13854	./FAST_data/2000/02	fa_k0_orb_13854_v01.cdf	43	57	True	fa_esa_l2_eeb_20000219172019_13854_v02.cdf			True	fa_esa_l2_ees_20000219172020_13854_v02.cdf			True	fa_esa_l2_ieb_20000219172019_13854_v02.cdf			True	fa_esa_l2_ies_20000219172020_13854_v02.cdf		
13855	./FAST_data/2000/02	fa_k0_orb_13855_v01.cdf	44	60	True	fa_esa_l2_eeb_20000219193409_13855_v02.cdf			True	fa_esa_l2_ees_20000219193410_13855_v02.cdf			True	fa_esa_l2_ieb_20000219193409_13855_v02.cdf			True	fa_esa_l2_ies_20000219193410_13855_v02.cdf		
13858	./FAST_data/2000/02	fa_k0_orb_13858_v01.cdf	52	61	True	fa_esa_l2_eeb_20000220021600_13858_v02.cdf			True	fa_esa_l2_ees_20000220021601_13858_v02.cdf			True	fa_esa_l2_ieb_20000220021600_13858_v02.cdf			True	fa_esa_l2_ies_20000220021601_13858_v02.cdf		
13859	./FAST_data/2000/02	fa_k0_orb_13859_v01.cdf	54	61	True	fa_esa_l2_eeb_20000220042804_13859_v02.cdf			True	fa_esa_l2_ees_20000220042806_13859_v02.cdf			True	fa_esa_l2_ieb_20000220042804_13859_v02.cdf			True	fa_esa_l2_ies_20000220042806_13859_v02.cdf		
13860	./FAST_data/2000/02	fa_k0_orb_13860_v01.cdf	54	60	True	fa_esa_l2_eeb_20000220054809_13860_v02.cdf			True	fa_esa_l2_ees_20000220054810_13860_v02.cdf	39	85	True	fa_esa_l2_ieb_20000220054809_13860_v02.cdf			True	fa_esa_l2_ies_20000220054810_13860_v02.cdf	39	85
13861	./FAST_data/2000/02	fa_k0_orb_13861_v01.cdf	53	60	True	fa_esa_l2_eeb_20000220075933_13861_v02.cdf			True	fa_esa_l2_ees_20000220075934_13861_v02.cdf	44	98	True	fa_esa_l2_ieb_20000220075933_13861_v02.cdf			True	fa_esa_l2_ies_20000220075934_13861_v02.cdf	44	98
13862	./FAST_data/2000/02	fa_k0_orb_13862_v01.cdf	50	58	True	fa_esa_l2_eeb_20000220101027_13862_v02.cdf			True	fa_esa_l2_ees_20000220101028_13862_v02.cdf	45	107	True	fa_esa_l2_ieb_20000220101027_13862_v02.cdf			True	fa_esa_l2_ies_20000220101028_13862_v02.cdf	45	107
13863	./FAST_data/2000/02	fa_k0_orb_13863_v01.cdf	47	56	True	fa_esa_l2_eeb_20000220130752_13863_v02.cdf			True	fa_esa_l2_ees_20000220130753_13863_v02.cdf			True	fa_esa_l2_ieb_20000220130752_13863_v02.cdf			True	fa_esa_l2_ies_20000220130753_13863_v02.cdf		
13864	./FAST_data/2000/02	fa_k0_orb_13864_v01.cdf	44	56	True	fa_esa_l2_eeb_20000220151911_13864_v02.cdf			True	fa_esa_l2_ees_20000220151912_13864_v02.cdf			True	fa_esa_l2_ieb_20000220151911_13864_v02.cdf			True	fa_esa_l2_ies_20000220151912_13864_v02.cdf		
13865	./FAST_data/2000/02	fa_k0_orb_13865_v01.cdf	43	57	True	fa_esa_l2_eeb_20000220173202_13865_v02.cdf			True	fa_esa_l2_ees_20000220173203_13865_v02.cdf			True	fa_esa_l2_ieb_20000220173202_13865_v02.cdf			True	fa_esa_l2_ies_20000220173203_13865_v02.cdf		
13869	./FAST_data/2000/02	fa_k0_orb_13869_v01.cdf	52	59	True	fa_esa_l2_eeb_20000221022749_13869_v02.cdf			True	fa_esa_l2_ees_20000221022750_13869_v02.cdf			True	fa_esa_l2_ieb_20000221022749_13869_v02.cdf			True	fa_esa_l2_ies_20000221022750_13869_v02.cdf		
13870	./FAST_data/2000/02	fa_k0_orb_13870_v01.cdf	53	59	True	fa_esa_l2_eeb_20000221043944_13870_v02.cdf			True	fa_esa_l2_ees_20000221043946_13870_v02.cdf			True	fa_esa_l2_ieb_20000221043944_13870_v02.cdf			True	fa_esa_l2_ies_20000221043946_13870_v02.cdf		
13871	./FAST_data/2000/02	fa_k0_orb_13871_v01.cdf	54	59	True	fa_esa_l2_eeb_20000221055920_13871_v02.cdf			True	fa_esa_l2_ees_20000221055921_13871_v02.cdf	42	80	True	fa_esa_l2_ieb_20000221055920_13871_v02.cdf			True	fa_esa_l2_ies_20000221055921_13871_v02.cdf	42	80
